Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S
B2	52_sub	37.57	0) really bad	96.47	11.78	52.63	Alistipes putredinis	species	0.666	Alistipes putredinis	species	0.666	11732	2.83	11.94	361	85380	2643	44	0	0	0
B2	bin.18	88.9	3) high quality Nayfach	90.6	0.34	0	Ruminococcaceae bacterium	species	0.858	Ruminococcaceae bacterium	species	0.858	14823	1.71	12.4	173	40094	1552	24	0	0	0
B2	bin.24	64.18	2) medium quality	72.73	1.71	0	Candidatus Melainabacteria bacterium	species	0.945	Candidatus Melainabacteria bacterium	species	0.945	5460	1.32	11.41	263	25939	1206	15	0	0	1
B2	bin.25	88.82	3) high quality Nayfach	97.67	1.77	20	Clostridiaceae bacterium	species	0.889	Clostridiaceae bacterium	species	0.889	45080	3.04	26.68	100	140777	2670	44	0	0	0
B2	maxbin.001	78.49	2) medium quality	82.69	0.84	71.43	Prevotella copri DSM 18205	strain	0.863	Prevotella copri DSM 18205	strain	0.863	44662	3.03	136.5	173	161188	2445	40	2	5	2
B2	maxbin.006_sub	17.22	2) medium quality	51.72	6.9	23.53	Bacteria	superkingdom	0.67	uncultured Prevotellaceae bacterium	species	0.286	18034	1.74	27.11	248	90471	1681	48	4	7	2
B2	unbinned	-35244.4	0) really bad	100	7068.88	3.15	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.208	1226	236.47	0	501069	93103	0	1777	55	49	84
B20	13	51.16	2) medium quality	58.06	1.38	25	Bacteria	superkingdom	0.662	Cyanobacteria/Melainabacteria group	no rank	0.494	1829	0.96	5.24	534	5490	772	6	0	0	0
B20	30	27.85	1) low quality	36.35	1.7	0	Ruminococcaceae bacterium	species	0.758	Ruminococcaceae bacterium	species	0.758	1543	0.83	4.66	535	3680	804	8	0	0	0
B20	32	93.6	3) high quality Nayfach	95.3	0.34	0	Ruminococcaceae bacterium	species	0.829	Ruminococcaceae bacterium	species	0.829	15108	1.9	12.11	184	52117	1707	32	0	0	2
B20	38	-279.88	0) really bad	91.52	74.28	65.21	Prevotella	genus	0.668	Prevotella sp. AM23-5	species	0.337	11853	8.32	160.36	1039	128765	7175	78	0	0	3
B20	4	58.59	2) medium quality	94.94	7.27	13.33	Oscillibacter sp.	species	0.717	Oscillibacter sp.	species	0.717	9295	2.72	10.89	413	46836	2618	38	0	0	0
B20	bin.14	96.49	3) high quality Nayfach	98.54	0.41	0	Escherichia coli	species	0.79	Escherichia coli	species	0.79	68601	4.54	41.33	101	259130	4240	45	0	0	1
B20	bin.3	92.88	3) high quality Nayfach	98.48	1.12	33.33	Alistipes putredinis	species	0.88	Alistipes putredinis	species	0.88	27801	2.18	15.03	114	123113	1938	39	0	0	1
B20	maxbin.005_sub	3.58	1) low quality	3.68	0.02	100	Bacteria	superkingdom	0.679	Escherichia coli	species	0.31	4732	0.45	41.04	145	22911	471	10	4	7	3
B20	unbinned	-13532.1	0) really bad	100	2726.42	4.16	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.121	1315	116.38	7.3	231589	118290	0	870	31	24	40
B22	14	98.92	4) high quality Bowers	98.92	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.793	Unclassified	Unclassified	0.793	37602	1.81	21.99	75	114475	1769	44	1	1	1
B22	3	92.95	3) high quality Nayfach	97.85	0.98	40	[Eubacterium] rectale	species	0.919	[Eubacterium] rectale M104/1	strain	0.352	13581	2.52	14.22	274	46212	2162	26	0	0	0
B22	34	95.84	3) high quality Nayfach	97.74	0.38	0	Bacteroidales bacterium H8	species	0.773	Bacteroidales bacterium H8	species	0.773	26042	2.56	15.39	144	88224	2103	39	0	0	0
B22	45	82.03	2) medium quality	82.03	0	0	Ruminococcus sp. CAG:724	species	0.942	Ruminococcus sp. CAG:724	species	0.942	6121	1.71	9.96	357	26750	1524	23	0	0	2
B22	46	67.67	2) medium quality	70.32	0.53	0	Ruminococcaceae bacterium	species	0.903	Ruminococcaceae bacterium	species	0.903	2687	2.05	6.67	850	12229	1894	7	0	0	1
B22	64	43.1	1) low quality	48.7	1.12	28.57	Butyricimonas paravirosa	species	0.666	Butyricimonas paravirosa	species	0.387	1833	1.76	4.67	987	7242	1383	4	0	0	0
B22	69_sub	19.93	2) medium quality	62.93	8.6	42.31	Alistipes	genus	0.664	Alistipes shahii	species	0.27	1914	2.23	5.74	1196	7879	2030	21	0	0	0
B22	76	94.73	3) high quality Nayfach	98.63	0.78	0	Sutterella sp.	species	0.705	Sutterella sp.	species	0.705	12310	2.09	10.29	245	52408	1885	43	0	0	0
B22	82	65.02	2) medium quality	70.72	1.14	25	Eubacterium sp.	species	0.958	Eubacterium sp.	species	0.958	2335	2.02	5.65	930	9578	1659	10	0	0	0
B22	bin.11	92.07	3) high quality Nayfach	96.27	0.84	0	Prevotella copri DSM 18205	strain	0.93	Prevotella copri DSM 18205	strain	0.93	61581	3.15	104.32	81	190236	2535	45	0	0	0
B22	bin.12	97.99	3) high quality Nayfach	97.99	0	0	uncultured Ruminococcus sp.	species	0.747	uncultured Ruminococcus sp.	species	0.747	43900	2.46	21.55	84	113074	2266	33	0	0	0
B22	bin.18	88.41	3) high quality Nayfach	93.76	1.07	50	Prevotella sp.	species	0.951	Prevotella sp.	species	0.951	31974	2.18	16.14	106	98553	1703	30	0	0	0
B22	bin.23	83.2	2) medium quality	83.2	0	0	Catabacter sp. UBA4636	species	0.724	Catabacter sp. UBA4636	species	0.724	8795	1.76	10.28	240	35342	1365	14	0	0	0
B22	bin.31_sub	78.49	2) medium quality	83.54	1.01	50	Oscillibacter sp.	species	0.67	Oscillibacter sp.	species	0.629	11186	2.37	11.2	271	38173	2256	24	0	0	0
B22	bin.6	76.21	2) medium quality	80.86	0.93	0	Clostridiales bacterium	species	0.98	Clostridiales bacterium	species	0.98	6636	2.36	8.31	395	23410	2016	27	0	0	0
B22	maxbin.001_sub	87.95	3) high quality Nayfach	94.25	1.26	40	Prevotella sp.	species	0.803	Prevotella sp.	species	0.803	20314	2.82	192.9	262	73340	2251	37	0	1	0
B22	maxbin.006	87.82	3) high quality Nayfach	94.52	1.34	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.798	Unclassified	Unclassified	0.798	60289	2.63	23.41	208	159576	2132	36	1	0	0
B22	maxbin.009_sub	42.07	2) medium quality	82.87	8.16	12.2	Bacteroidales	order	0.669	Phocaeicola vulgatus	species	0.576	9269	5.41	18.61	933	97984	4834	43	0	3	2
B22	maxbin.024	60.65	2) medium quality	67.45	1.36	0	Bacteria	superkingdom	0.675	Unclassified	Unclassified	0.466	3866	2.08	7.46	664	22835	1638	30	0	0	1
B22	unbinned	-24373.65	0) really bad	100	4894.73	3.11	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.229	1227	178.3	0	384953	78331	0	1390	54	51	69
B23	10	91.16	2) medium quality	93.96	0.56	0	uncultured Ruminococcus sp.	species	0.885	uncultured Ruminococcus sp.	species	0.885	6962	2.16	14.26	386	69987	1908	28	0	0	1
B23	21_sub	35.98	2) medium quality	80.63	8.93	0	Streptococcus	genus	0.678	Streptococcus salivarius	species	0.612	1933	1.18	5.1	628	10955	980	7	0	0	0
B23	26	36.9	1) low quality	36.9	0	0	Clostridiales	order	0.766	Unclassified	Unclassified	0.51	1904	0.82	5.07	433	8546	766	7	0	0	1
B23	31	20.5	0) really bad	74.4	10.78	78.57	Bacteria	superkingdom	0.668	Unclassified	Unclassified	0.403	2688	1.56	7.56	644	9700	1330	13	0	0	0
B23	35	24.47	1) low quality	25.52	0.21	100	Haemophilus parainfluenzae	species	0.708	Haemophilus parainfluenzae T3T1	strain	0.314	1472	0.44	5.58	288	7704	378	6	0	0	0
B23	36	62.95	2) medium quality	80.25	3.46	0	Sutterella	genus	0.914	Sutterella sp.	species	0.58	3253	1.8	6.32	655	28219	1797	24	3	2	1
B23	39	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.902	Succinatimonas sp. UBA2849	species	0.646	96768	2.56	71.37	40	328592	2306	55	0	0	0
B23	43	72.28	2) medium quality	81.38	1.82	25	Prevotellaceae bacterium UBA1626	species	0.759	Prevotellaceae bacterium UBA1626	species	0.397	4275	1.91	7.09	527	35259	1662	22	0	0	1
B23	50_sub	-190.68	0) really bad	88.02	55.74	0	Bacteria	superkingdom	0.677	Lachnospiraceae bacterium	species	0.245	8651	5.64	14.14	796	55875	4901	56	0	0	1
B23	59	73.94	2) medium quality	84.59	2.13	20	Ruminococcus	genus	0.723	uncultured Ruminococcus sp.	species	0.417	3416	2.47	6.48	847	23332	2410	19	1	0	0
B23	65	84.23	3) high quality Nayfach	93.03	1.76	28.57	Prevotella sp. CAG:520	species	0.987	Prevotella sp. CAG:520	species	0.987	27822	2.71	34.4	145	117155	2043	34	0	0	1
B23	78	95.09	3) high quality Nayfach	95.09	0	0	Bacteroidales bacterium H8	species	0.752	Bacteroidales bacterium H8	species	0.752	53131	2.39	20.69	80	143329	1969	41	0	0	0
B23	bin.1	84.19	2) medium quality	84.19	0	0	Prevotellaceae	family	0.683	uncultured Prevotellaceae bacterium	species	0.523	18421	2.25	12.41	178	42549	1677	21	0	0	0
B23	bin.12	91.05	3) high quality Nayfach	95.95	0.98	0	Bacteroides sp. CAG:770	species	0.943	Bacteroides sp. CAG:770	species	0.943	25628	2.69	13.08	149	103427	2117	38	0	0	0
B23	bin.15	93.06	3) high quality Nayfach	93.06	0	0	Ruminococcaceae bacterium	species	0.993	Ruminococcaceae bacterium	species	0.993	42210	2.16	26.97	79	318411	1813	43	0	0	0
B23	bin.17	89.58	3) high quality Nayfach	92.08	0.5	0	Prevotella sp. CAG:873	species	0.894	Prevotella sp. CAG:873	species	0.894	25541	2.53	14.94	138	91632	2074	30	0	0	0
B23	bin.18	85.46	3) high quality Nayfach	90.21	0.95	0	Clostridiales bacterium	species	0.993	Clostridiales bacterium	species	0.993	11217	2.64	9.39	310	36013	2218	36	0	0	0
B23	bin.24	95.7	3) high quality Nayfach	95.7	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.936	Unclassified	Unclassified	0.936	31545	1.47	23.83	63	86354	1380	40	1	0	0
B23	bin.32_sub	87.81	2) medium quality	87.81	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.718	Unclassified	Unclassified	0.718	10199	2.2	10.94	266	28805	1891	17	0	0	0
B23	bin.35	81.89	2) medium quality	81.89	0	0	Clostridiales	order	0.701	Clostridiales bacterium	species	0.259	9797	1.95	9.29	248	34052	1727	32	0	0	0
B23	maxbin.015_sub	2.26	1) low quality	2.36	0.02	0	Prevotella	genus	0.662	Prevotella copri	species	0.229	3400	0.08	18.9	32	15895	88	4	1	4	1
B23	maxbin.040	46.88	1) low quality	48.88	0.4	0	Methanomassiliicoccales archaeon Mx-06	species	0.751	Methanomassiliicoccales archaeon Mx-06	species	0.751	1665	0.92	4.75	563	7076	1220	22	0	0	0
B23	unbinned	-24083.45	0) really bad	100	4836.69	3.4	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.231	1539	172.68	9.67	351745	107190	0	1536	49	61	81
B24	1	81.68	2) medium quality	81.68	0	0	Clostridiales bacterium	species	0.934	Clostridiales bacterium	species	0.934	3199	2.41	6.29	874	16400	2128	35	0	0	2
B24	101	67.38	2) medium quality	71.53	0.83	100	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.844	Unclassified	Unclassified	0.844	2260	1.17	6.3	561	12759	1012	12	0	0	1
B24	105	93.74	2) medium quality	95.44	0.34	0	Clostridiales	order	0.968	Eubacterium sp. CAG:251	species	0.631	7366	1.85	13.16	332	51780	1609	24	1	0	1
B24	111_sub	85.03	2) medium quality	92.58	1.51	66.67	Ruminococcaceae bacterium	species	0.947	Ruminococcaceae bacterium	species	0.947	5225	1.97	8.29	451	27440	1781	23	0	0	0
B24	18	96.15	3) high quality Nayfach	96.6	0.09	0	Bacteroidales bacterium H8	species	0.672	Bacteroidales bacterium H8	species	0.672	15520	2.5	12.85	228	76895	2077	43	1	0	0
B24	28	79.45	2) medium quality	82.55	0.62	33.33	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.771	Unclassified	Unclassified	0.771	4793	1.99	7.95	522	18647	1617	17	0	0	0
B24	34	98.63	3) high quality Nayfach	98.63	0	0	Ruminococcus sp.	species	0.726	Ruminococcus sp.	species	0.726	40028	2.86	26.66	137	135414	2623	33	0	0	0
B24	36_sub	-220.41	0) really bad	97.24	63.53	36.36	Bacteroidales	order	0.69	Bacteroides ovatus	species	0.417	8270	10.69	10.51	1565	43548	8194	56	0	0	2
B24	56_sub	61.62	2) medium quality	62.67	0.21	0	Life	life	0.67	Unclassified	Unclassified	0.375	2953	1.76	7.2	681	16626	1563	12	1	0	0
B24	57_sub	26.02	1) low quality	32.72	1.34	0	Ruminococcus sp. CAG:563	species	0.88	Ruminococcus sp. CAG:563	species	0.88	1473	0.75	4.52	502	5042	746	2	0	0	0
B24	59	82.07	2) medium quality	86.32	0.85	0	Bacteria	superkingdom	0.663	Cyanobacteria bacterium UBA4641	species	0.39	8922	1.85	13.1	287	34243	1744	34	0	0	0
B24	75	74.98	2) medium quality	85.18	2.04	0	Ruminococcaceae bacterium	species	0.973	Ruminococcaceae bacterium	species	0.973	4398	2.12	9.01	594	22620	1817	27	0	0	0
B24	bin.10	69.02	2) medium quality	78.42	1.88	20	Sutterellaceae	family	0.673	Sutterellaceae	family	0.569	7616	1.65	8.63	244	40355	1529	24	0	0	0
B24	bin.13	91.59	3) high quality Nayfach	93.29	0.34	0	Clostridium	genus	0.851	Clostridium sp. AF36-4	species	0.617	10398	2.32	8.81	305	37729	2043	25	0	0	0
B24	bin.2	87.47	2) medium quality	87.47	0	0	Ruminococcus sp. CAG:724	species	0.991	Ruminococcus sp. CAG:724	species	0.991	29295	1.78	28.34	90	88920	1575	28	0	0	0
B24	bin.26	69.89	2) medium quality	87.74	3.57	0	Roseburia	genus	0.691	Roseburia sp.	species	0.199	8124	2.38	9.43	349	48942	2158	17	0	0	0
B24	bin.30	71.94	2) medium quality	80.99	1.81	0	Firmicutes	phylum	0.939	Firmicutes bacterium CAG_194_44_15	species	0.329	10488	2.28	9.03	274	34870	1955	17	0	0	0
B24	bin.33_sub	80.54	2) medium quality	80.54	0	0	Ruminococcus	genus	0.673	uncultured Ruminococcus sp.	species	0.401	7027	2.32	11.19	375	28119	2039	14	0	0	0
B24	bin.35	77.84	2) medium quality	84.54	1.34	8.33	[Eubacterium] siraeum	species	0.902	[Eubacterium] siraeum V10Sc8a	strain	0.615	7597	2.01	9.25	301	29318	1727	9	0	0	0
B24	bin.36	56.96	2) medium quality	84.86	5.58	62.5	Prevotellaceae	family	0.781	Prevotella sp. CAG:604	species	0.642	20102	3.24	29.68	243	91369	2644	29	0	0	0
B24	bin.40	76.89	2) medium quality	87.39	2.1	0	Clostridiales bacterium	species	0.984	Clostridiales bacterium	species	0.984	17368	1.45	13.9	113	76724	1271	31	0	0	1
B24	bin.47	37.92	1) low quality	38.77	0.17	100	Ruminococcus	genus	0.73	Ruminococcus sp.	species	0.35	4455	0.74	7	169	16716	653	4	0	0	0
B24	maxbin.007_sub	84.13	2) medium quality	85.23	0.22	0	Catabacter sp. UBA7571	species	0.873	Unclassified	Unclassified	0.647	26453	1.65	18.22	110	92572	1353	34	1	1	1
B24	maxbin.014_sub	30.56	0) really bad	98.66	13.62	6.9	Clostridiales	order	0.677	Unclassified	Unclassified	0.313	12883	2.49	11.79	472	53878	2174	21	0	0	0
B24	unbinned	-34157.8	0) really bad	100	6851.56	3.41	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.259	1326	250.62	0	492823	98464	0	2227	53	69	99
B25	2	96.46	3) high quality Nayfach	98.41	0.39	100	Prevotella sp. Marseille-P4119	species	0.995	Prevotella sp. Marseille-P4119	species	0.995	29544	2.98	39.51	139	116133	2371	33	1	0	1
B25	27	57.38	2) medium quality	69.13	2.35	0	Ruminococcaceae bacterium	species	0.886	Ruminococcaceae bacterium	species	0.886	2666	1.35	5.41	580	10666	1290	10	0	0	1
B25	33	53.15	2) medium quality	82.15	5.8	60	Faecalibacterium prausnitzii	species	0.803	Faecalibacterium prausnitzii SL3/3	strain	0.416	6073	2.26	23.07	483	39678	2099	37	0	0	0
B25	40	91.02	3) high quality Nayfach	95.67	0.93	0	Prevotellaceae	family	0.74	Prevotellaceae bacterium	species	0.546	12783	2.67	17.5	298	50524	2144	36	0	0	2
B25	44	87.12	2) medium quality	88.37	0.25	50	Porphyromonadaceae bacterium UBA7572	species	0.779	Unclassified	Unclassified	0.561	4660	2.39	7.32	656	16539	1867	26	0	0	0
B25	5	92.55	3) high quality Nayfach	97.6	1.01	20	Prevotella sp. UBA641	species	0.961	Prevotella sp. UBA641	species	0.961	50819	2.66	28.25	76	160253	2173	42	0	0	0
B25	55	50.83	2) medium quality	54.23	0.68	0	Ruminococcus	genus	0.764	Ruminococcus sp.	species	0.234	2044	1.48	4.79	768	10926	1348	11	0	0	0
B25	58	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	0.98	Ruminococcaceae bacterium	species	0.98	128489	2.37	29.3	38	264365	2188	43	0	0	1
B25	61	49.62	2) medium quality	71.47	4.37	13.04	Firmicutes	phylum	0.675	Lachnospiraceae bacterium	species	0.382	3217	2.17	6.01	785	10776	2009	19	0	0	0
B25	bin.10	50.24	2) medium quality	51.29	0.21	0	Sutterella	genus	0.7	Sutterella sp. 63_29	species	0.395	5955	0.98	6.97	189	22068	921	22	0	0	0
B25	maxbin.001	59.51	2) medium quality	73.51	2.8	92.86	Prevotella copri	species	0.843	Prevotella copri DSM 18205	strain	0.426	6191	2.26	115	532	37203	1862	27	0	2	1
B25	maxbin.002	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.937	Succinatimonas sp. UBA2849	species	0.479	201298	2.6	83.32	53	384405	2289	55	0	0	0
B25	unbinned	-26255.6	0) really bad	100	5271.12	3.96	Bacteria	superkingdom	0.662	Unclassified	Unclassified	0.272	1417	179.37	7.22	370929	71372	0	1581	34	56	83
B26	14_sub	68.36	2) medium quality	72.26	0.78	0	Butyrivibrio	genus	0.936	Butyrivibrio crossotus CAG:259	species	0.516	4380	1.44	7.6	409	15914	1293	11	0	0	0
B26	2	62.15	2) medium quality	74	2.37	20	Ruminococcaceae bacterium	species	0.893	Ruminococcaceae bacterium	species	0.893	2482	1.23	6.13	552	8005	1092	8	0	0	0
B26	21	97.82	3) high quality Nayfach	99.97	0.43	0	Escherichia coli	species	0.684	Escherichia coli	species	0.563	69753	4.83	45.61	123	208007	4496	52	0	0	0
B26	22	96.81	3) high quality Nayfach	97.16	0.07	100	Prevotella stercorea	species	0.792	Prevotella stercorea	species	0.792	32880	2.69	40.31	125	100649	2127	33	0	0	0
B26	34	82.01	2) medium quality	89.21	1.44	25	Bacteroides sp. CAG:770	species	0.893	Bacteroides sp. CAG:770	species	0.893	7610	2.59	8.72	451	27074	2016	20	1	0	0
B26	41	96.6	3) high quality Nayfach	97.55	0.19	0	Prevotellaceae	family	0.671	Prevotella sp. CAG:891	species	0.39	17597	3.12	33.27	302	69382	2352	53	0	0	4
B26	51	82.49	2) medium quality	88.89	1.28	0	Cyanobacteria bacterium UBA4641	species	0.961	Unclassified	Unclassified	0.502	21381	1.96	19.63	160	60883	1891	37	0	0	0
B26	57	89.91	2) medium quality	91.61	0.34	0	Clostridiales	order	0.969	Eubacterium sp. CAG:251	species	0.6	6795	1.77	11.54	339	27811	1535	25	0	0	1
B26	bin.1	83.27	2) medium quality	90.52	1.45	25	Roseburia inulinivorans	species	0.889	Roseburia inulinivorans	species	0.889	9728	2.81	10.18	375	38587	2513	18	0	0	0
B26	bin.2	96.31	3) high quality Nayfach	96.31	0	0	Clostridium	genus	0.798	Clostridium sp. AF15-31	species	0.456	21181	2.42	15.43	161	58580	2033	30	0	0	0
B26	maxbin.009_sub	-71.58	0) really bad	83.97	31.11	51.1	Prevotella	genus	0.694	Prevotella sp.	species	0.457	15344	4.55	33.6	669	81647	3562	42	0	1	1
B26	maxbin.013_sub	-155.37	0) really bad	91.08	49.29	38.46	Prevotellaceae	family	0.761	Unclassified	Unclassified	0.352	6645	5.35	10.82	1276	36177	3888	45	0	0	0
B26	unbinned	-16761.65	0) really bad	100	3372.33	4.64	Bacteria	superkingdom	0.66	Unclassified	Unclassified	0.192	1540	123.73	14.25	256034	115481	0	1082	22	31	58
B27	14	96.85	3) high quality Nayfach	99.55	0.54	0	Klebsiella quasivariicola	species	0.8	Klebsiella quasivariicola	species	0.8	47500	5.53	18.35	207	213108	5147	46	0	0	1
B27	15_sub	85.46	2) medium quality	85.46	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.933	Unclassified	Unclassified	0.933	125303	1.65	86.31	35	245673	1378	46	0	1	1
B27	17	8.18	0) really bad	64.23	11.21	11.76	Clostridiales	order	0.66	Ruminococcaceae bacterium	species	0.201	1716	1.29	5.18	755	8013	1150	4	0	0	0
B27	18_sub	6.14	2) medium quality	54.29	9.63	56.41	Clostridiales	order	0.742	Lachnospiraceae bacterium	species	0.569	1764	1.7	6.7	981	9774	1540	6	0	0	0
B27	21	75.54	2) medium quality	86.24	2.14	20	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.663	Unclassified	Unclassified	0.663	5520	2.2	8.88	480	43397	1858	23	0	0	2
B27	22	43.59	1) low quality	49.14	1.11	0	Sutterella	genus	0.892	Sutterella sp.	species	0.546	1725	1.02	5.17	597	6426	1072	18	0	0	1
B27	29	68.7	2) medium quality	81	2.46	0	Clostridiales	order	0.668	Unclassified	Unclassified	0.494	5825	1.66	9.04	373	23056	1553	24	1	0	0
B27	36	93.73	3) high quality Nayfach	94.53	0.16	33.33	Porphyromonadaceae bacterium UBA7572	species	0.809	Unclassified	Unclassified	0.653	11757	2.84	14.53	335	59413	2263	37	0	0	0
B27	56	90.96	3) high quality Nayfach	97.11	1.23	0	Ruminococcaceae bacterium	species	0.922	Ruminococcaceae bacterium	species	0.922	18625	2.09	12.08	173	54784	1944	34	0	0	1
B27	57	86.44	2) medium quality	88.39	0.39	0	Prevotellaceae	family	0.687	Prevotellaceae bacterium	species	0.311	7480	2.15	9	387	30033	1640	26	1	1	0
B27	6	84.46	2) medium quality	87.81	0.67	0	Clostridiales bacterium	species	0.716	Clostridiales bacterium	species	0.485	14432	2.25	11.36	220	74585	1989	29	0	0	0
B27	63	92.35	2) medium quality	94.5	0.43	0	Clostridiales bacterium UBA643	species	0.882	Clostridiales bacterium UBA643	species	0.882	4218	1.66	7.37	478	17302	1459	28	0	0	0
B27	bin.16	87.72	3) high quality Nayfach	92.17	0.89	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.825	Unclassified	Unclassified	0.825	30744	1.64	19.58	67	120693	1503	34	0	0	0
B27	bin.18_sub	83.49	2) medium quality	86.84	0.67	0	Clostridiales	order	0.694	Clostridiales bacterium UBA3259	species	0.191	9101	1.91	12.47	270	43109	1716	23	0	0	0
B27	bin.2	56.06	2) medium quality	56.71	0.13	0	Ruminococcaceae	family	0.823	Ruminococcaceae bacterium	species	0.501	4388	0.89	8.47	201	19221	747	3	0	0	0
B27	bin.6	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.928	Succinatimonas sp. UBA2849	species	0.588	54485	2.26	34.57	70	242223	1954	44	0	0	0
B27	bin.8	97.63	3) high quality Nayfach	99.33	0.34	0	Butyrivibrio crossotus CAG:259	species	0.769	Butyrivibrio crossotus CAG:259	species	0.769	22521	2.23	17.03	145	108784	2093	25	0	0	0
B27	maxbin.005	85.46	2) medium quality	85.46	0	0	Catabacter sp. UBA7571	species	0.801	Catabacter sp. UBA7571	species	0.801	72297	1.68	36.29	43	161024	1331	39	0	0	1
B27	maxbin.007	46.91	2) medium quality	91.81	8.98	60	Oscillibacter sp.	species	0.835	Oscillibacter sp.	species	0.835	6506	1.95	23.59	455	31336	1831	20	0	0	0
B27	maxbin.008_sub	-75.12	0) really bad	73.08	29.64	48.65	Prevotella	genus	0.722	Prevotella sp. AM23-5	species	0.25	8270	4.37	20.42	840	59650	3384	33	2	6	2
B27	maxbin.039_sub	5.29	1) low quality	8.84	0.71	0	Bacteria	superkingdom	0.683	Unclassified	Unclassified	0.4	2295	0.49	7.02	220	25730	491	4	0	0	0
B27	unbinned	-28469.2	0) really bad	100	5713.84	4.22	Bacteria	superkingdom	0.666	Unclassified	Unclassified	0.276	1569	208.72	0	413629	263970	0	1817	51	48	83
B28	1	88.6	2) medium quality	91.95	0.67	0	Ruminococcaceae	family	0.693	Ruminococcaceae bacterium	species	0.385	8666	1.8	10.63	282	36797	1636	15	0	0	1
