Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
A47	unbinned	-20347	0) really bad	100	4089.4	3.19	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.229	905	129.74	5.05	326750	37525	0	938	37	34	46	FALSE	FALSE	FALSE	FALSE	169	0	0	0	0	0	0	0	129741531	2690247	0	0	0	0	0	0	0	53386	50426044	646	14242	31003	14.18	root (UID1)	5656	56	24	0	0	0	0	1	55
A48	10	75.39	2) medium quality	82.19	1.36	50	Ruminococcaceae bacterium	species	0.867	Ruminococcaceae bacterium	species	0.867	2751	1.41	9.03	581	11327	1226	11	0	0	0	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	1410826	21895	0	0	0	0	0	0	0	581	1410826	1801	167	327	10.63	o__Clostridiales (UID1212)	172	263	149	37	222	4	0	0	0
A48	3	95.27	3) high quality Nayfach	97.12	0.37	0	Prevotellaceae	family	0.675	uncultured Prevotellaceae bacterium	species	0.491	17032	2.5	22.42	232	66419	1867	36	0	0	0	TRUE	TRUE	TRUE	FALSE	87	2	0	0	0	0	0	0	2500177	1768902	122998	0	0	0	0	0	0	232	2500177	8878	49	99	34.4	o__Bacteroidales (UID2657)	160	492	269	10	481	1	0	0	0
A48	38	59.91	2) medium quality	60.06	0.03	0	Sutterella	genus	0.796	Sutterella sp. 63_29	species	0.352	3444	1.06	9.05	349	16541	997	26	0	0	0	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	1055607	27250	0	0	0	0	0	0	0	349	1055607	2289	100	194	29.37	p__Proteobacteria (UID3887)	1487	256	161	90	165	1	0	0	0
A48	bin.5	95.31	3) high quality Nayfach	95.91	0.12	0	Prevotella sp. CAG:520	species	0.994	Prevotella sp. CAG:520	species	0.994	19767	2.68	42.76	174	63818	2042	42	0	0	0	TRUE	TRUE	TRUE	FALSE	104	3	0	0	0	0	0	0	2684121	2250288	186652	0	0	0	0	0	0	174	2684121	12984	44	84	30.18	o__Bacteroidales (UID2716)	92	487	270	18	468	1	0	0	0
A48	unbinned	-10396.45	0) really bad	100	2099.29	7.31	Bacteria	superkingdom	0.665	Bacteroides	genus	0.104	1363	78.03	12.89	163045	101750	0	569	23	24	27	FALSE	FALSE	FALSE	FALSE	279	6	1	0	0	0	0	0	78027322	5471484	416045	101750	0	0	0	0	0	32942	40288633	755	5957	16267	27.23	root (UID1)	5656	56	24	0	0	0	0	0	56
A49	30	91.63	3) high quality Nayfach	97.73	1.22	25	Alistipes putredinis	species	0.792	Alistipes putredinis	species	0.792	20011	2.47	25.42	224	69323	2262	37	0	0	1	TRUE	TRUE	TRUE	FALSE	79	5	0	0	0	0	0	0	2467942	1850519	299518	0	0	0	0	0	0	224	2467942	9950	37	80	6.48	p__Bacteroidetes (UID2605)	350	314	208	7	303	4	0	0	0
A49	49_sub	51.66	2) medium quality	56.11	0.89	0	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.43	2272	1.36	9.09	651	10111	1326	16	0	0	1	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	1361063	10111	0	0	0	0	0	0	0	651	1361063	1553	199	380	16.16	o__Clostridiales (UID1212)	172	263	149	110	151	2	0	0	0
A49	6_sub	23.02	1) low quality	33.42	2.08	35.71	Bacteroidales	order	0.661	Phocaeicola vulgatus	species	0.244	7209	4	19.92	634	71319	3334	19	0	0	1	TRUE	FALSE	FALSE	FALSE	88	2	0	0	0	0	0	0	4001285	1314023	122020	0	0	0	0	0	0	634	4001285	4806	170	342	260.67	o__Bacteroidales (UID2654)	163	486	266	307	167	11	1	0	0
A49	bin.10	86.59	3) high quality Nayfach	93.29	1.34	0	Oscillibacter sp.	species	0.921	Oscillibacter sp.	species	0.921	103752	2.05	54.34	36	272088	1921	47	0	0	0	TRUE	TRUE	TRUE	FALSE	31	13	9	1	0	0	0	0	2052326	2025565	1479435	1168097	272088	0	0	0	0	36	2052326	46666	8	15	14.62	o__Clostridiales (UID1212)	172	263	149	12	249	2	0	0	0
A49	bin.11	82.39	2) medium quality	84.34	0.39	50	Clostridiales bacterium	species	0.794	Clostridiales bacterium	species	0.794	14214	1.63	21.9	152	55131	1453	27	0	0	0	TRUE	TRUE	FALSE	FALSE	56	1	0	0	0	0	0	0	1628914	1092421	55131	0	0	0	0	0	0	152	1628914	8191	34	71	21.49	o__Clostridiales (UID1212)	172	263	149	52	209	2	0	0	0
A49	bin.2	92.29	3) high quality Nayfach	92.29	0	0	Ruminococcus	genus	0.729	Ruminococcus sp.	species	0.465	14848	2.34	17.17	219	60000	2094	21	0	0	0	TRUE	TRUE	TRUE	FALSE	89	1	0	0	0	0	0	0	2340406	1623609	60000	0	0	0	0	0	0	219	2340406	9011	53	103	2.99	o__Clostridiales (UID1212)	172	260	146	16	244	0	0	0	0
A49	maxbin.002	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	0.93	Ruminococcaceae bacterium	species	0.93	138568	2.25	44.33	56	189746	2074	42	0	0	1	TRUE	TRUE	TRUE	FALSE	28	15	8	0	0	0	0	0	2245624	2168850	1831936	1301903	0	0	0	0	0	56	2245624	71067	7	13	9.35	o__Clostridiales (UID1212)	172	263	149	6	257	0	0	0	0
A49	maxbin.003_sub	-96.2	0) really bad	96	38.44	26.7	Bacteroidales	order	0.67	Bacteroides uniformis	species	0.465	15205	6.55	33.61	883	84535	5529	45	4	9	3	FALSE	FALSE	FALSE	FALSE	193	10	0	0	0	0	0	0	6553524	4271504	621224	0	0	0	0	0	0	883	6553524	6848	112	271	270.54	o__Bacteroidales (UID2657)	160	492	269	31	295	161	5	0	0
A49	unbinned	-12530.25	0) really bad	100	2526.05	3.41	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.159	961	101.17	5.87	243773	95035	0	748	22	15	35	FALSE	FALSE	FALSE	FALSE	108	1	0	0	0	0	0	0	101165004	1989497	95035	0	0	0	0	0	0	45001	43315061	663	12242	26027	14.06	root (UID1)	5656	56	24	0	0	1	0	1	54
A50	10	96.98	3) high quality Nayfach	96.98	0	0	Prevotella sp. CAG:873	species	0.951	Prevotella sp. CAG:873	species	0.951	43020	2.61	30.41	103	132321	2155	43	0	0	0	TRUE	TRUE	TRUE	FALSE	70	11	2	0	0	0	0	0	2611291	2449868	890164	261107	0	0	0	0	0	103	2611291	25553	20	40	22.98	o__Bacteroidales (UID2617)	213	406	265	11	395	0	0	0	0
A50	13	73.14	3) high quality Nayfach	90.24	3.42	45.45	Bacteroidales	order	0.767	Unclassified	Unclassified	0.354	10564	3.25	17.38	410	39902	2530	39	0	0	0	TRUE	TRUE	TRUE	FALSE	113	0	0	0	0	0	0	0	3249796	1793339	0	0	0	0	0	0	0	410	3249796	6430	97	192	77.24	p__Bacteroidetes (UID2605)	350	316	210	24	281	11	0	0	0
A50	17	85.14	2) medium quality	91.44	1.26	33.33	Ruminococcus	genus	0.678	Ruminococcus sp.	species	0.394	5844	2.39	11.84	509	24549	2079	23	1	0	0	TRUE	TRUE	FALSE	FALSE	37	0	0	0	0	0	0	0	2385368	505672	0	0	0	0	0	0	0	509	2385368	3749	127	254	12.58	o__Clostridiales (UID1212)	172	260	146	17	240	3	0	0	0
A50	22	74.6	2) medium quality	82.4	1.56	0	Life	life	0.665	Unclassified	Unclassified	0.22	5042	2.05	12.06	518	18038	1810	38	0	0	0	TRUE	TRUE	FALSE	FALSE	27	0	0	0	0	0	0	0	2051328	339456	0	0	0	0	0	0	0	518	2051328	2989	129	262	45.82	k__Bacteria (UID2982)	88	230	148	30	195	5	0	0	0
A50	30	38.45	1) low quality	42.4	0.79	33.33	Clostridiales	order	0.733	Catabacter sp. UBA7571	species	0.347	1892	0.88	8.44	471	8702	816	4	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	882784	0	0	0	0	0	0	0	0	471	882784	1433	151	286	36.25	o__Clostridiales (UID1212)	172	263	149	139	121	3	0	0	0
A50	39	86.21	2) medium quality	93.46	1.45	33.33	[Eubacterium] siraeum	species	0.849	[Eubacterium] siraeum V10Sc8a	strain	0.627	7347	2.47	16.02	460	29076	2148	12	1	0	0	TRUE	TRUE	FALSE	FALSE	54	0	0	0	0	0	0	0	2468549	763844	0	0	0	0	0	0	0	460	2468549	4208	110	222	19.04	o__Clostridiales (UID1212)	172	263	149	14	246	3	0	0	0
A50	41	66.19	2) medium quality	74.69	1.7	7.69	Ruminococcaceae bacterium	species	0.818	Ruminococcaceae bacterium	species	0.818	2158	1.29	8.38	644	9231	1146	15	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1289812	0	0	0	0	0	0	0	0	644	1289812	1474	198	378	8.53	o__Clostridiales (UID1212)	172	263	149	61	193	7	2	0	0
A50	45	73.35	2) medium quality	87.05	2.74	16.67	Clostridium sp. CAG:138	species	0.939	Clostridium sp. CAG:138	species	0.939	3607	1.68	13.74	584	11417	1523	15	0	0	2	TRUE	TRUE	FALSE	FALSE	4	0	0	0	0	0	0	0	1681793	43423	0	0	0	0	0	0	0	584	1681793	2201	163	313	29.14	c__Clostridia (UID1118)	387	223	124	30	187	6	0	0	0
A50	bin.10	91.79	3) high quality Nayfach	94.09	0.46	0	Ruminococcaceae bacterium	species	0.991	Ruminococcaceae bacterium	species	0.991	15992	2	21.77	174	50921	1807	31	0	0	0	TRUE	TRUE	TRUE	FALSE	79	1	0	0	0	0	0	0	2001921	1480241	50921	0	0	0	0	0	0	174	2001921	9674	42	82	31.47	o__Clostridiales (UID1212)	172	263	149	34	226	3	0	0	0
A50	bin.4	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.936	Succinatimonas sp. UBA2849	species	0.648	43502	2.35	36.75	101	143306	2040	41	0	0	0	TRUE	TRUE	TRUE	FALSE	61	13	3	0	0	0	0	0	2353444	2123773	1010528	362230	0	0	0	0	0	101	2353444	24201	17	37	25.92	c__Gammaproteobacteria (UID4201)	1164	271	170	2	268	1	0	0	0
A50	maxbin.006_sub	18.34	0) really bad	96.49	15.63	6.9	Clostridium sp. BIOML-A1	species	0.701	Clostridium sp. BIOML-A1	species	0.701	6880	2.63	13.97	580	28897	2118	20	0	0	0	FALSE	FALSE	FALSE	FALSE	63	0	0	0	0	0	0	0	2632563	871475	0	0	0	0	0	0	0	580	2632563	3765	118	248	41.78	k__Bacteria (UID203)	5449	103	57	2	72	29	0	0	0
A50	unbinned	-21365.25	0) really bad	100	4293.05	3.26	Life	life	0.665	Unclassified	Unclassified	0.246	920	141.86	5.11	361422	41746	0	1080	33	36	52	FALSE	FALSE	FALSE	FALSE	35	0	0	0	0	0	0	0	141863315	550115	0	0	0	0	0	0	0	59192	54823570	651	16956	34934	15.1	root (UID1)	5656	56	24	0	0	0	1	0	55
A51	17	87.31	3) high quality Nayfach	97.51	2.04	100	Faecalibacterium prausnitzii	species	0.796	Faecalibacterium prausnitzii SL3/3	strain	0.625	15477	2.97	26.12	296	101093	2772	43	0	0	0	TRUE	TRUE	TRUE	FALSE	103	3	1	0	0	0	0	0	2970638	2082669	209040	101093	0	0	0	0	0	296	2970638	8468	56	119	42.08	o__Clostridiales (UID1212)	172	261	147	10	247	4	0	0	0
A51	2	72.84	2) medium quality	84.44	2.32	33.33	Roseburia	genus	0.741	Roseburia faecis	species	0.373	3975	2.34	9.36	698	15658	2076	22	0	0	0	TRUE	TRUE	FALSE	FALSE	11	0	0	0	0	0	0	0	2339926	135710	0	0	0	0	0	0	0	698	2339926	2497	187	374	12.82	f__Lachnospiraceae (UID1286)	57	420	207	67	344	9	0	0	0
A51	bin.4	91.1	3) high quality Nayfach	96.45	1.07	0	Prevotella sp.	species	0.897	Prevotella sp.	species	0.897	56369	3.02	58.25	89	149940	2447	49	0	0	0	TRUE	TRUE	TRUE	FALSE	73	20	5	0	0	0	0	0	3017190	2927674	1582096	600002	0	0	0	0	0	89	3017190	27907	19	39	17.23	g__Prevotella (UID2724)	55	567	296	13	549	5	0	0	0
A51	unbinned	-9457.85	0) really bad	100	1911.57	6.87	Bacteria	superkingdom	0.66	Unclassified	Unclassified	0.132	1261	77.46	5.92	158634	48715	0	506	16	22	25	FALSE	FALSE	FALSE	FALSE	62	0	0	0	0	0	0	0	77457710	1127639	0	0	0	0	0	0	0	37178	42034883	761	8970	19891	19.67	root (UID1)	5656	56	24	0	0	1	0	0	55
A52	12_sub	51.48	2) medium quality	76.18	4.94	3.57	Bacteria	superkingdom	0.673	Roseburia sp.	species	0.269	4211	3.8	13.24	1002	27476	3526	24	0	0	0	TRUE	TRUE	FALSE	FALSE	20	0	0	0	0	0	0	0	3795707	266827	0	0	0	0	0	0	0	1002	3795707	2895	295	564	20.02	f__Lachnospiraceae (UID1286)	57	420	207	83	309	28	0	0	0
A52	3_sub	55.68	2) medium quality	69.83	2.83	0	Sutterella	genus	0.934	Sutterella sp.	species	0.535	2396	1.41	8.02	658	9976	1405	27	3	1	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1413075	0	0	0	0	0	0	0	0	658	1413075	1563	193	378	7.78	p__Proteobacteria (UID3887)	1487	256	160	66	181	8	1	0	0
A52	36	-46.01	0) really bad	76.19	24.44	77.36	Clostridiales	order	0.665	Lachnospiraceae bacterium	species	0.312	1924	2.8	9.53	1527	9167	2568	10	0	0	0	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	2797709	0	0	0	0	0	0	0	0	1527	2797709	1401	504	934	45.39	f__Lachnospiraceae (UID1286)	57	420	207	99	226	91	3	1	0
A52	9	93.78	2) medium quality	96.33	0.51	33.33	Ruminococcaceae bacterium	species	0.864	Ruminococcaceae bacterium	species	0.864	7133	2.08	13.38	386	32517	1898	36	0	0	1	TRUE	TRUE	FALSE	FALSE	50	0	0	0	0	0	0	0	2084822	677575	0	0	0	0	0	0	0	386	2084822	4216	93	187	3.36	o__Clostridiales (UID1212)	172	263	149	10	250	3	0	0	0
A52	bin.9	95.44	3) high quality Nayfach	97.84	0.48	0	Alistipes onderdonkii	species	0.829	Alistipes onderdonkii subsp. vulgaris	subspecies	0.607	22773	2.86	18.89	176	102938	2347	40	0	0	0	TRUE	TRUE	TRUE	FALSE	99	7	1	0	0	0	0	0	2862312	2396455	506146	102938	0	0	0	0	0	176	2862312	13121	36	78	8.04	p__Bacteroidetes (UID2605)	350	314	208	5	308	1	0	0	0
A52	maxbin.001	65.12	2) medium quality	71.02	1.18	20	Prevotella copri DSM 18205	strain	0.775	Prevotella copri DSM 18205	strain	0.775	37045	2.87	163.12	161	131016	2319	25	1	0	0	TRUE	TRUE	FALSE	FALSE	74	14	2	0	0	0	0	0	2867031	2572076	1113308	256110	0	0	0	0	0	161	2867031	22607	22	48	13.95	g__Prevotella (UID2724)	55	567	296	133	431	2	1	0	0
A52	maxbin.002	-41.02	0) really bad	98.33	27.87	44.88	Prevotella	genus	0.749	Prevotella sp.	species	0.553	36449	4.44	115.48	247	125000	3811	52	1	4	1	FALSE	FALSE	FALSE	FALSE	124	20	1	0	0	0	0	0	4436090	4022976	1511835	125000	0	0	0	0	0	247	4436090	21987	38	77	27.05	g__Prevotella (UID2724)	55	567	296	15	434	115	2	1	0
A52	maxbin.003_sub	78.18	4) high quality Bowers	95.78	3.52	42.86	Phocaeicola vulgatus	species	0.681	Phocaeicola vulgatus	species	0.681	19049	4.91	51.77	482	87439	4213	30	2	5	1	TRUE	TRUE	TRUE	TRUE	162	7	0	0	0	0	0	0	4913911	3686303	477010	0	0	0	0	0	0	482	4913911	10028	75	162	93.61	o__Bacteroidales (UID2654)	163	486	266	18	456	11	1	0	0
A52	unbinned	-11814.75	0) really bad	100	2382.95	3.71	Bacteria	superkingdom	0.662	Unclassified	Unclassified	0.115	1065	99.02	6.37	225664	41405	0	730	18	18	36	FALSE	FALSE	FALSE	FALSE	82	0	0	0	0	0	0	0	99016774	1149681	0	0	0	0	0	0	0	45251	46794930	696	11410	25231	13.51	root (UID1)	5656	56	24	0	0	0	0	0	56
A53	10	97.92	3) high quality Nayfach	97.92	0	0	Bacteroidales	order	0.988	Bacteroidales bacterium H9	species	0.546	69162	2.5	35.64	75	174647	2077	49	0	0	0	TRUE	TRUE	TRUE	FALSE	53	12	7	0	0	0	0	0	2495702	2365962	1292358	899860	0	0	0	0	0	75	2495702	31454	12	27	16.03	o__Bacteroidales (UID2617)	213	406	265	8	398	0	0	0	0
A53	11	81.21	2) medium quality	84.56	0.67	0	Eubacterium sp. CAG:251	species	0.839	Eubacterium sp. CAG:251	species	0.839	3442	1.45	9.34	498	17826	1193	6	0	0	1	TRUE	TRUE	FALSE	FALSE	9	0	0	0	0	0	0	0	1453165	111909	0	0	0	0	0	0	0	498	1453165	2198	137	268	13.07	o__Clostridiales (UID1212)	172	263	149	28	234	1	0	0	0
A53	19	61.93	2) medium quality	69.93	1.6	12.5	Haemophilus	genus	0.739	Haemophilus parainfluenzae T3T1	strain	0.387	2238	1.31	7.27	615	12772	1133	10	0	0	1	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	1309345	24098	0	0	0	0	0	0	0	615	1309345	1616	189	360	20.62	f__Pasteurellaceae (UID4932)	83	767	440	195	548	24	0	0	0
A53	33_sub	83.4	2) medium quality	91.1	1.54	66.67	Ruminococcus	genus	0.728	Ruminococcus sp.	species	0.303	5181	2.34	9.69	577	32981	2085	19	0	0	0	TRUE	TRUE	FALSE	FALSE	25	0	0	0	0	0	0	0	2341974	365872	0	0	0	0	0	0	0	577	2341974	3108	140	284	10.67	o__Clostridiales (UID1212)	172	260	146	19	238	3	0	0	0
A53	35	3.72	0) really bad	74.82	14.22	69.7	Faecalibacterium prausnitzii	species	0.696	Faecalibacterium prausnitzii	species	0.517	1824	2.52	12.52	1405	8381	2390	19	0	0	0	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	2522622	0	0	0	0	0	0	0	0	1405	2522622	1357	461	865	57.08	o__Clostridiales (UID1212)	172	261	147	68	162	30	1	0	0
A53	38	44.19	2) medium quality	62.84	3.73	0	Clostridiales bacterium	species	0.779	Clostridiales bacterium	species	0.779	2147	2.54	7.72	1255	10114	2271	23	0	0	1	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	2539395	10114	0	0	0	0	0	0	0	1255	2539395	1512	384	736	16.15	o__Clostridiales (UID1120)	304	250	143	89	153	8	0	0	0
A53	bin.6	90.13	3) high quality Nayfach	97.38	1.45	33.33	Firmicutes	phylum	0.849	Lachnospiraceae bacterium	species	0.52	50575	2.91	28.21	82	146323	2603	42	0	0	0	TRUE	TRUE	TRUE	FALSE	71	20	3	0	0	0	0	0	2912967	2852189	1467325	354074	0	0	0	0	0	82	2912967	32295	20	39	24.37	f__Lachnospiraceae (UID1286)	57	420	207	12	405	3	0	0	0
A53	bin.8	88.11	3) high quality Nayfach	92.86	0.95	0	Bacteroides sp. CAG:709	species	0.71	Unclassified	Unclassified	0.477	19776	2.83	16.17	192	82332	2214	35	1	0	0	TRUE	TRUE	TRUE	FALSE	108	6	0	0	0	0	0	0	2826854	2356358	387325	0	0	0	0	0	0	192	2826854	12573	43	87	9.2	p__Bacteroidetes (UID2605)	350	316	210	17	297	1	1	0	0
A53	maxbin.003_sub	44.01	2) medium quality	82.41	7.68	65	Bacteroidales	order	0.709	Bacteroides sp. AF39-10AT	species	0.462	12773	5.3	23.65	692	75746	4192	46	0	0	0	TRUE	TRUE	FALSE	FALSE	170	2	0	0	0	0	0	0	5301582	3147939	134422	0	0	0	0	0	0	692	5301582	6483	126	275	197.11	k__Bacteria (UID203)	5449	104	58	12	74	17	1	0	0
A53	unbinned	-8018.3	0) really bad	100	1623.66	7.48	Bacteria	superkingdom	0.665	Bacteroides	genus	0.113	1121	75.25	5.86	161312	37580	0	544	25	19	33	FALSE	FALSE	FALSE	FALSE	156	0	0	0	0	0	0	0	75246437	2396990	0	0	0	0	0	0	0	35395	38474067	714	8105	19123	25.68	root (UID1)	5656	56	24	0	0	0	1	0	55
A54	1	65.31	2) medium quality	80.26	2.99	50	Clostridiales	order	0.684	Oscillibacter sp.	species	0.506	4117	2.25	11.76	645	21143	2182	46	0	0	1	TRUE	TRUE	FALSE	FALSE	16	0	0	0	0	0	0	0	2252944	209290	0	0	0	0	0	0	0	645	2252944	2712	172	341	42.61	o__Clostridiales (UID1212)	172	263	149	50	203	10	0	0	0
A54	17	75.5	2) medium quality	82.5	1.4	0	Clostridiales bacterium	species	0.956	Clostridiales bacterium	species	0.956	3608	1.32	10.78	446	13873	1176	20	0	0	0	TRUE	TRUE	FALSE	FALSE	10	0	0	0	0	0	0	0	1317803	116643	0	0	0	0	0	0	0	446	1317803	2182	114	231	22.77	o__Clostridiales (UID1120)	304	250	143	37	211	2	0	0	0
A54	20	-81.93	0) really bad	84.02	33.19	57.14	Bacteroidales	order	0.729	Alistipes sp. CAG:514	species	0.287	7057	4.14	20.54	724	63144	3258	37	0	0	0	FALSE	FALSE	FALSE	FALSE	91	1	0	0	0	0	0	0	4135748	1589742	63144	0	0	0	0	0	0	724	4135748	4044	150	344	154.99	p__Bacteroidetes (UID2605)	350	316	210	45	184	83	2	1	1
A54	39	39.17	1) low quality	40.87	0.34	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.764	Unclassified	Unclassified	0.764	1505	0.83	6.06	543	5466	909	19	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	829616	0	0	0	0	0	0	0	0	543	829616	1234	202	355	22.9	k__Bacteria (UID2982)	88	230	148	127	102	1	0	0	0
A54	49	54.23	2) medium quality	63.63	1.88	0	Life	life	0.66	Unclassified	Unclassified	0.444	3126	2.81	8.93	1049	17161	2411	34	0	0	0	TRUE	TRUE	FALSE	FALSE	7	0	0	0	0	0	0	0	2805077	87320	0	0	0	0	0	0	0	1049	2805077	1994	287	566	178.25	c__Deltaproteobacteria (UID3216)	83	247	155	76	164	7	0	0	0
A54	59	88.6	2) medium quality	93.2	0.92	0	Succinatimonas	genus	0.836	Succinatimonas sp. UBA2849	species	0.444	4144	1.91	8.95	585	28541	1563	23	0	0	0	TRUE	TRUE	FALSE	FALSE	15	0	0	0	0	0	0	0	1913694	212866	0	0	0	0	0	0	0	585	1913694	2410	145	297	23.51	c__Gammaproteobacteria (UID4201)	1164	271	170	16	252	3	0	0	0
A54	60_sub	41.42	1) low quality	48.17	1.35	0	Life	life	0.664	Unclassified	Unclassified	0.435	1783	1.18	6.39	681	6332	1272	18	1	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	1183156	0	0	0	0	0	0	0	0	681	1183156	1319	231	424	32.12	k__Bacteria (UID2982)	88	230	148	115	113	2	0	0	0
A54	bin.14	24.56	1) low quality	27.96	0.68	0	uncultured bacterium	species	0.739	uncultured bacterium	species	0.739	3510	0.91	8.59	247	9486	769	16	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	905167	0	0	0	0	0	0	0	0	247	905167	2978	95	165	15.47	k__Bacteria (UID2982)	88	230	148	148	81	1	0	0	0
A54	bin.4	96.6	3) high quality Nayfach	96.6	0	0	Ruminococcaceae bacterium	species	0.982	Ruminococcaceae bacterium	species	0.982	36350	2.21	24.91	97	81068	1999	40	0	0	1	TRUE	TRUE	TRUE	FALSE	66	10	0	0	0	0	0	0	2205446	2033633	612968	0	0	0	0	0	0	97	2205446	21692	22	41	32.19	o__Clostridiales (UID1212)	172	263	149	7	256	0	0	0	0
A54	maxbin.013_sub	5.12	1) low quality	29.87	4.95	0	Bacteria	superkingdom	0.678	Treponema succinifaciens DSM 2489	strain	0.236	1787	2.14	7.73	1179	11296	2095	32	0	0	0	TRUE	FALSE	FALSE	FALSE	5	0	0	0	0	0	0	0	2139181	53618	0	0	0	0	0	0	0	1179	2139181	1310	355	710	17.76	f__Spirochaetaceae (UID2535)	33	249	143	147	91	10	1	0	0
A54	unbinned	-14300.3	0) really bad	100	2880.06	3.48	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.386	1137	102.08	6.3	241951	89573	0	866	32	36	38	FALSE	FALSE	FALSE	FALSE	79	3	0	0	0	0	0	0	102078263	1354910	231762	0	0	0	0	0	0	42696	45913594	719	10372	23328	30.47	root (UID1)	5656	56	24	0	0	1	1	0	54
A55	19	58.77	2) medium quality	77.42	3.73	33.33	Bacteroides sp. CAG:770	species	0.825	Bacteroides sp. CAG:770	species	0.825	2799	2.28	8.9	919	14072	1894	10	0	0	1	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	2279727	14072	0	0	0	0	0	0	0	919	2279727	1916	271	519	15.35	p__Bacteroidetes (UID2605)	350	316	210	71	236	9	0	0	0
A55	21	41.31	2) medium quality	50.61	1.86	0	Porphyromonadaceae bacterium UBA7572	species	0.709	Unclassified	Unclassified	0.512	1790	1.5	7.46	857	6719	1132	8	0	0	1	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1504574	0	0	0	0	0	0	0	0	857	1504574	1375	297	536	15.95	o__Bacteroidales (UID2657)	160	492	269	229	256	7	0	0	0
A55	26	91.89	2) medium quality	96.94	1.01	100	Ruminococcaceae bacterium	species	0.964	Ruminococcaceae bacterium	species	0.964	9673	2.12	16.6	296	37068	1892	37	0	0	0	TRUE	TRUE	FALSE	FALSE	67	0	0	0	0	0	0	0	2116213	1026633	0	0	0	0	0	0	0	296	2116213	6031	71	141	17.48	o__Clostridiales (UID1212)	172	263	149	7	254	2	0	0	0
A55	27	93.21	3) high quality Nayfach	97.61	0.88	0	Succinatimonas sp. UBA2849	species	0.697	Succinatimonas sp. UBA2849	species	0.697	11168	2.23	20.48	280	43591	1907	35	0	0	0	TRUE	TRUE	TRUE	FALSE	66	0	0	0	0	0	0	0	2226318	1221644	0	0	0	0	0	0	0	280	2226318	6300	56	123	20.21	c__Gammaproteobacteria (UID4201)	1164	271	170	6	263	2	0	0	0
A55	3_sub	73.27	2) medium quality	87.02	2.75	0	Oscillospiraceae	family	0.672	Oscillibacter sp.	species	0.488	5738	2.74	12.75	581	36390	2670	50	0	0	0	TRUE	TRUE	FALSE	FALSE	35	0	0	0	0	0	0	0	2737302	471859	0	0	0	0	0	0	0	581	2737302	3681	154	303	25.57	o__Clostridiales (UID1212)	172	263	149	33	222	8	0	0	0
A55	9	76.34	2) medium quality	85.49	1.83	0	Bacteroidales	order	0.709	Unclassified	Unclassified	0.338	8480	3.17	13.65	509	27706	2427	33	1	0	0	TRUE	TRUE	FALSE	FALSE	84	0	0	0	0	0	0	0	3167301	1222405	0	0	0	0	0	0	0	509	3167301	4771	124	248	41.36	p__Bacteroidetes (UID2605)	350	316	210	38	273	5	0	0	0
